2017/07/30 00:00:56	28.0584716797	80.3649902344
2017/07/30 00:01:57	28.0584716797	80.3649902344
2017/07/30 00:02:57	28.0584716797	80.4626464844
2017/07/30 00:03:58	28.0584716797	80.1696777344
2017/07/30 00:04:58	28.0383300781	79.9743652344
2017/07/30 00:05:59	28.0584716797	80.2673339844
2017/07/30 00:06:59	28.0786132812	80.2673339844
2017/07/30 00:08:00	28.0786132812	80.0720214844
2017/07/30 00:09:05	28.0987548828	80.2062988281
2017/07/30 00:10:05	28.0987548828	80.3039550781
2017/07/30 00:11:06	28.1289672852	80.2062988281
2017/07/30 00:12:06	28.1491088867	80.1147460938
2017/07/30 00:13:07	28.1793212891	80.2062988281
2017/07/30 00:14:07	28.1491088867	80.2062988281
2017/07/30 00:15:08	28.1893920898	79.9194335938
2017/07/30 00:16:08	28.1793212891	79.8217773438
2017/07/30 00:17:08	28.1793212891	80.0170898438
2017/07/30 00:18:09	28.2196044922	80.1147460938
2017/07/30 00:19:09	28.1994628906	80.0170898438
2017/07/30 00:20:10	28.1994628906	79.9194335938
2017/07/30 00:21:15	28.1994628906	79.8217773438
2017/07/30 00:22:16	28.2196044922	79.6264648438
2017/07/30 00:23:16	28.2498168945	79.4311523438
2017/07/30 00:24:17	28.2498168945	79.4311523438
2017/07/30 00:25:17	28.229675293	79.6264648438
2017/07/30 00:26:18	28.2699584961	79.4311523438
2017/07/30 00:27:18	28.229675293	79.3334960938
2017/07/30 00:28:19	28.2800292969	79.4311523438
2017/07/30 00:29:19	28.2800292969	79.6264648438
2017/07/30 00:30:19	28.2498168945	79.6264648438
2017/07/30 00:31:20	28.2800292969	79.5288085938
2017/07/30 00:32:20	28.2800292969	79.5288085938
2017/07/30 00:33:21	28.2699584961	79.5288085938
2017/07/30 00:34:21	28.2800292969	79.0405273438
2017/07/30 00:35:22	28.3102416992	79.0405273438
2017/07/30 00:36:22	28.3102416992	78.9428710938
2017/07/30 00:37:23	28.3303833008	78.9428710938
2017/07/30 00:38:23	28.3303833008	78.9428710938
2017/07/30 00:39:24	28.3303833008	79.0405273438
2017/07/30 00:40:24	28.3303833008	79.1381835938
